Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,WT_1,WT_2,WT_3,MUT_1,MUT_2,MUT_3
3790,Tb927.6.5010:mRNA-p1,4.975992,5.2965365213328415,0.46949294546285564,"hypothetical protein, conserved",337866.34375,313881.28125,305031.0625,180910.484375,204842.4375,240988.390625
3791,Tb927.6.5030:mRNA-p1,-1.720981,6.3135267418436465,0.224112973018458,Component of motile flagella protein 46,2610657.25,2514957.75,2579373.5,2932954.75,2800768.25,3028360.75
3792,Tb927.6.5040:mRNA-p1,1.564563,7.121322737022021,0.20540740064235893,"ribosomal protein L15, putative",20301944.0,20624694.0,18257448.0,15284937.0,15651797.0,15661397.0
3793,Tb927.6.5050:mRNA-p1,-3.044175,5.700670201237311,0.3277266116870505,"V-type ATPase, C subunit, putative",660499.1875,673046.75,431892.9375,794126.8125,759727.875,696384.9375
3794,Tb927.6.5070:mRNA-p1,1.70596,6.8816729655897415,0.2224499395686429,"hypothetical protein, conserved",11845597.0,11672474.0,10724222.0,8393793.0,9297229.0,8987100.0
3795,Tb927.6.5080:mRNA-p1,-5.144769,5.069531531912261,0.4724989890188798,"Protein of unknown function (DUF3808), putative",119395.90625,122451.578125,140502.796875,184624.484375,175607.390625,196312.234375
3796,Tb927.6.5090:mRNA-p1,0.773906,5.1254963097656185,0.10719885185143882,"hypothetical protein, conserved",194392.96875,193339.34375,188136.0,175119.59375,148492.6875,168545.96875
3797,Tb927.6.5110:mRNA-p1,5.612552,5.34841853135887,0.4930216957535812,"damage-specific DNA binding protein, putative",353098.1875,372694.03125,370099.34375,165482.5,322033.96875,201048.078125
3798,Tb927.6.5120:mRNA-p1;Tb927.6.5130:mRNA-p1,9.235593,7.058131909133624,0.6893491635216938,"60S acidic ribosomal protein P2, putative;60S acidic ribosomal protein P2, putative",19337626.0,19007568.0,18947974.0,11094213.0,11205543.0,11865103.0
3799,Tb927.6.5150:mRNA-p1,0.161164,4.591175895991715,0.0017973502986853305,"hypothetical protein, conserved",18123.224609375,92369.5859375,52430.8125,64320.10546875,64782.04296875,20044.82421875
3800,Tb927.6.5160:pseudogenic_transcript-p1,-3.82656,4.818998174039423,0.39005360279233237,"retrotransposon hot spot protein 3 (RHS3), point mutation",68137.6875,81566.03125,75411.9296875,93601.6484375,101942.390625,106667.390625
3801,Tb927.6.560:mRNA-p1,-0.4844,5.490835500543956,0.06751608837405125,cysteine peptidase C (CPC),413731.03125,430761.6875,412580.5625,437801.15625,383650.1875,398461.25
3802,Tb927.6.570:mRNA-p1,-0.472083,5.9607794339883755,0.06543085540868068,conserved protein,1263088.25,1280656.625,1171948.75,1186611.25,1189832.875,1217043.0
3803,Tb927.6.580:mRNA-p1,0.21993,4.537928362153747,0.01211485577824228,"hypothetical protein, conserved",2187.143798828125,115016.796875,83947.546875,11513.943359375,37834.703125,25560.056640625
3804,Tb927.6.590:mRNA-p1,1.254171,5.4762101322538985,0.16907788014147462,"hypothetical protein, conserved",439890.15625,454189.90625,422381.5625,315432.4375,511276.03125,251789.0
3805,Tb927.6.600:mRNA-p1,0.559906,5.795133140155526,0.07552945967756727,ccr4-not transcription complex subunit,883880.25,868701.875,891920.875,857945.8125,855837.375,633110.6875
3806,Tb927.6.610:mRNA-p1,-15.684313,4.040147841242376,0.8809751798852176,kinetoplast ribosomal PPR-repeat containing protein 18,8727.5048828125,9448.7060546875,9224.9619140625,21516.736328125,18494.46875,20327.48046875
3807,Tb927.6.620:mRNA-p1,-0.595624,5.974350803385257,0.08109984783567163,"hypothetical protein, conserved",1236422.875,1329020.625,1223751.75,1259697.25,1234125.125,1258176.0
3808,Tb927.6.630:mRNA-p1,-0.420111,5.884158616424952,0.056569792138058524,"hypothetical protein, conserved",1040362.125,1074707.875,1009128.75,971364.0625,1093746.875,937688.5625
3809,Tb927.6.640:mRNA-p1,0.336462,6.269869010827979,0.04327944424872636,ApaH-like phosphatase ALPH1,2550308.25,2528946.5,2630492.0,2455329.0,2436628.25,2290488.0
3810,Tb927.6.650:mRNA-p1,17.644576,6.213696393097072,0.9139962943816181,"hypothetical protein, conserved",3253560.75,2934485.0,2604438.75,1449632.125,1374190.625,1469061.375
3811,Tb927.6.670:mRNA-p1,-0.469805,5.104939539993327,0.06499684854634524,exosome complex component RRP45,172353.9375,179210.859375,166662.578125,168563.890625,156976.578125,174882.40625
3812,Tb927.6.680:mRNA-p1,16.219447,4.830497887919113,0.8932992676376458,"hypothetical protein, conserved",111351.015625,132550.890625,118523.5625,65650.3984375,50057.76953125,63343.3203125
3813,Tb927.6.700:mRNA-p1,-0.534828,4.71958063124783,0.07397670210302193,"alanyl-tRNA synthetase, putative",52649.9921875,76329.7734375,79354.1484375,74712.78125,64339.2109375,72045.21875
3814,Tb927.6.710:mRNA-p1,-16.748046,4.987264085814468,0.9037506168103886,"dephospho-CoA kinase, putative",73263.9921875,78818.328125,86022.8046875,183675.875,180843.09375,174245.984375
3815,Tb927.6.720:mRNA-p1,3.754007,7.3630294347892296,0.38389224290753693,"40S ribosomal protein L14, putative",43320080.0,34832784.0,32284102.0,22051044.0,27471962.0,24592296.0
3816,Tb927.6.730:mRNA-p1,-0.242602,5.236568665994549,0.015216236113747977,"hypothetical protein, conserved",512629.8125,0.0,0.0,0.0,177009.15625,0.0
3817,Tb927.6.740:mRNA-p1,0.634993,5.433126523721751,0.0872732432574975,"ATP-dependent DEAH-box RNA helicase, putative",392659.0625,395160.03125,369784.09375,343185.03125,325838.3125,342147.46875
3818,Tb927.6.750:mRNA-p1,-0.20909,4.1999636082838085,0.010181010985382228,"kinetoplastid-specific phospho-protein phosphatase, putative",15131.876953125,16316.3154296875,12308.55078125,3595.04833984375,45435.23046875,33985.2265625
3819,Tb927.6.815:mRNA-p1,-0.473093,5.168017577634168,0.06543085540868068,hypothetical protein,192703.03125,193154.078125,208069.375,206116.875,203959.75,173884.046875
3820,Tb927.6.820:mRNA-p1,-0.417876,5.173586750230501,0.055724654241201446,Pumilio homology domain family member 4,213491.765625,195530.125,199170.875,203624.28125,202861.375,178410.75
3821,Tb927.6.830:mRNA-p1,-0.327441,4.787163962295842,0.041641607219338767,"hypothetical protein, conserved",82871.390625,83430.4296875,86434.359375,87771.0,69047.890625,80500.46875
3822,Tb927.6.840:mRNA-p1,1.346945,6.29692550458502,0.18000883988625702,"hypothetical protein, conserved",2955979.0,2807465.5,3014906.0,2285034.0,2285625.75,2500474.25
3823,Tb927.6.850:mRNA-p1,5.006172,5.114642100449823,0.4711218482806116,ccr4-not transcription complex subunit 2,199501.296875,217617.78125,206191.734375,144272.921875,127180.015625,146900.46875
3824,Tb927.6.880:mRNA-p1,2.146171,4.641123415308069,0.26342822156383816,conserved protein,56173.671875,51280.125,108762.640625,58584.046875,31542.5390625,0.0
3825,Tb927.6.890:mRNA-p1,-0.772464,5.469183388420862,0.10684878687013409,"hypothetical protein, conserved",315872.3125,490779.15625,354684.5,389945.03125,401984.71875,403255.34375
3826,Tb927.6.900:mRNA-p1,-0.539323,4.2072590539647035,0.07471369872464641,Substrate of Polo-like kinase in the basal body 1,21458.23828125,22617.0859375,20554.23828125,19687.3984375,24882.720703125,19720.25390625
3827,Tb927.6.930:mRNA-p1,0.82111,4.596773531499903,0.11367851344052028,metacaspase MCA3,71171.8046875,50018.4296875,51152.51953125,51393.5625,46209.078125,46173.6328125
3828,Tb927.6.950:mRNA-p1,-0.865044,4.91862711315332,0.1205141763961766,"cysteinyl-tRNA synthetase, putative",91005.78125,116757.7421875,117907.0390625,97397.828125,108712.4375,131520.0
3829,Tb927.7.1000:mRNA-p1,1.006565,5.12068929563023,0.13882416448697127,ATP-dependent DNA helicase-like PIF8,197849.8125,203435.59375,175126.4375,159919.78125,174097.78125,145840.71875
3830,Tb927.7.1040:mRNA-p1;Tb927.7.1050:mRNA-p1,3.115045,7.157631015738948,0.33275256838992257,"40S ribosomal protein S16, putative;40S ribosomal protein S16, putative",23571948.0,23091076.0,20770466.0,14482324.0,15139203.0,17951102.0
3831,Tb927.7.1060:mRNA-p1,3.986746,6.324541059622001,0.4018334875332216,ISWI complex protein,3099058.75,3262992.0,3601660.0,2377647.5,2241752.5,2306930.75
3832,Tb927.7.1080:mRNA-p1,-2.344131,5.201993232764835,0.2701874928390643,"hypothetical protein, conserved",182463.09375,191919.5,201321.40625,245026.40625,210069.1875,242936.953125
3833,Tb927.7.1090:mRNA-p1,-3.365142,5.518646488178467,0.35098659919396996,"DNA repair protein RAD5, putative",254690.328125,437495.125,459145.4375,403379.625,561280.375,524803.75
3834,Tb927.7.1100:mRNA-p1,2.791414,5.591259676854842,0.30894504399210865,"hypothetical protein, conserved",610319.8125,597018.375,589110.125,444841.28125,433209.625,446891.125
3835,Tb927.7.1110:mRNA-p1,0.479111,4.8430604886780735,0.06682158610430552,"asparagine synthetase a, putative",103434.890625,93736.28125,96919.4609375,77546.3359375,84393.921875,101338.078125
3836,Tb927.7.1120:mRNA-p1,-5.287735,4.966057514565236,0.4724989890188798,"trypanothione/tryparedoxin dependent peroxidase 1, cytosolic",86218.2890625,91917.4375,120606.9921875,121423.5078125,146712.671875,172967.5
3837,Tb927.7.1130:mRNA-p1,2.824757,5.122489056557332,0.31078884592134565,trypanothione/tryparedoxin dependent peroxidase 2,129432.75,177036.625,391693.5,130964.3359375,127864.0703125,103665.2578125
3838,Tb927.7.1170:mRNA-p1,4.193287,6.002917637929222,0.41439265035416234,RNA-binding protein Y14,1622323.25,1661798.375,1474722.5,1123425.25,1070999.0,1100645.25
3839,Tb927.7.1180:mRNA-p1,9.353248,3.5331773014109618,0.6937680351250429,"RNA-binding protein, putative",5135.759765625,5512.810546875,6267.94970703125,3616.511962890625,0.0,3352.945068359375
3840,Tb927.7.1190:mRNA-p1,2.5865,5.360278983896648,0.2945040548584304,"regulator of chromosome condensation, putative",308036.28125,386908.75,363698.25,273341.28125,253316.28125,248560.046875
3841,Tb927.7.1200:mRNA-p1,0.928526,5.046555615982014,0.12878328528230168,"Protein of unknown function (DUF525), putative",173397.375,150925.6875,160804.90625,129640.203125,140154.15625,135591.34375
3842,Tb927.7.1220:mRNA-p1,4.751056,5.744565696361535,0.45403760584047886,"hypothetical protein, conserved",982806.125,884179.75,897082.375,908407.8125,641962.75,128338.46875
3843,Tb927.7.1230:mRNA-p1,0.436119,5.492960805786025,0.05976250937550166,"hypothetical protein, conserved",431351.96875,449985.34375,424205.125,385151.03125,363978.625,434465.15625
3844,Tb927.7.1240:mRNA-p1,5.091021,6.060351898158707,0.4724989890188798,Sphingosine kinase,1762635.625,1920243.375,1816382.75,1289031.0,1220980.5,1183389.0
3845,Tb927.7.1250:mRNA-p1;Tb927.7.1270:mRNA-p1,0.682396,5.012446481555224,0.09313184690336604,"hypothetical protein, conserved;hypothetical protein, conserved",0.0,320594.0625,0.0,189069.609375,4862.83740234375,0.0
3846,Tb927.7.1260:mRNA-p1;Tb927.7.1280:mRNA-p1,-0.132375,4.781393998340202,-0.0,"hypothetical protein, conserved;hypothetical protein, conserved",33317.73828125,32468.6484375,123539.1171875,133797.03125,142472.21875,17992.931640625
3847,Tb927.7.1290:mRNA-p1,-0.284753,4.7443063708793245,0.027797161620935564,"Protein of unknown function (DUF2012), putative",72388.796875,66248.7578125,88906.7421875,72045.171875,78668.953125,65745.59375
3848,Tb927.7.1300:mRNA-p1,2.886828,5.156008865983819,0.31598094237155905,"protein disulfide isomerase, putative",242420.09375,281174.46875,189692.5625,182412.0625,61162.02734375,188902.0
3849,Tb927.7.1310:mRNA-p1,1.077338,6.4920687363433975,0.1493537648169335,"hypothetical protein, conserved",4567593.0,4813664.5,4277028.0,3809251.25,3444385.25,3928472.75
3850,Tb927.7.1320:mRNA-p1;Tb927.7.1340:mRNA-p1,-1.429745,6.033278136841803,0.18956584407732724,"10 kDa heat shock protein, putative;10 kDa heat shock protein, putative",1280133.125,1506702.75,1165649.5,1463245.25,1334695.375,1886665.25
3851,Tb927.7.1330:mRNA-p1,-0.115599,4.699194542324877,-0.0,"hypothetical protein, conserved",43174.171875,73864.921875,79176.875,80066.1015625,22836.037109375,101079.171875
3852,Tb927.7.1360:mRNA-p1,21.211235,4.964313941141015,1.0114410431213845,Paraflagellar rod (PFR) assembly factor 2,173322.359375,170614.125,163073.640625,88920.7109375,78624.578125,62326.62109375
3853,Tb927.7.1380:mRNA-p1,0.883619,4.78522974212918,0.12322809450407277,"hypothetical protein, conserved",9834.1640625,201492.828125,182438.796875,28870.28125,39896.3359375,25345.3828125
3854,Tb927.7.1390:mRNA-p1,-0.391059,5.92854174611819,0.05101031428987293,"RNA-binding protein, putative",1153614.75,1095045.875,1227058.25,1206944.25,1008803.9375,1094800.25
3855,Tb927.7.1400:mRNA-p1,-1.109805,5.669440979606313,0.15075876334200258,Tripartite Attachment Complex Protein 60,546376.0625,601904.6875,655266.75,655703.9375,614688.3125,663116.4375
3856,Tb927.7.1410:mRNA-p1,-0.530588,5.368907459055775,0.07327179955306608,"hypothetical protein, conserved",304547.28125,323753.25,318798.625,299095.75,311600.28125,312865.03125
3857,Tb927.7.1420:mRNA-p1,-8.054274,4.410428902656554,0.6329424093871571,"hypothetical protein, conserved",29090.25,23931.365234375,23148.234375,43206.14453125,42502.14453125,43947.69921875
3858,Tb927.7.1430:mRNA-p1,0.365299,6.389183864843085,0.047876216798394274,"leucine-rich repeat protein (LRRP), putative",3664672.5,3333635.0,3211659.0,2992638.0,3208331.0,3189854.0
3859,Tb927.7.1440:mRNA-p1,1.17131,5.50712018691932,0.15930436826989156,non-canonical poly (A) polymerase,480017.6875,477537.5625,456705.625,392366.5,379097.5625,385903.875
3860,Tb927.7.1460:mRNA-p1,89.227023,4.30925210434671,1.9457700901366028,"hypothetical protein, conserved",34513.23828125,35092.14453125,71503.5390625,3166.1689453125,3802.315185546875,14971.78515625
3861,Tb927.7.1490:mRNA-p1,2.302585,4.0708386500515,0.2662571992106319,"hypothetical protein, conserved",0.0,35306.26171875,0.0,0.0,0.0,0.0
3862,Tb927.7.1500:mRNA-p1,12.208072,4.301113000022059,0.7744581228127693,"Cytosolic Fe-S cluster assembly factor CFD1, putative",30027.9765625,49586.1640625,20396.052734375,0.0,0.0,0.0
3863,Tb927.7.1530:mRNA-p1,-0.58037,4.923133252287195,0.0792038299478703,"2OG-Fe(II) oxygenase superfamily, putative",102308.5234375,116475.5546875,116932.90625,104895.4453125,123533.421875,106073.15625
3864,Tb927.7.1550:mRNA-p1,-1.679803,4.535144731550813,0.21981234735682706,KRET2,50864.75,62085.2265625,7779.53125,38690.41015625,81219.1953125,33657.26171875
3865,Tb927.7.1560:mRNA-p1,-0.810836,5.106375245992707,0.11286676889078177,"TPR repeat, putative",171679.234375,168271.859375,164245.875,182039.984375,172277.75,163508.640625
3866,Tb927.7.1580:mRNA-p1,-4.169967,4.585876944393609,0.41321022179057626,"Vps52 / Sac2 family, putative",46385.83203125,34766.55078125,40407.8046875,63876.46875,36869.99609375,85979.3125
3867,Tb927.7.1600:mRNA-p1,-8.950774,4.947936836002531,0.6752238411835427,"C-1-tetrahydrofolate synthase, cytoplasmic, putative",118031.21875,60744.546875,79232.296875,151155.890625,142151.4375,158296.125
3868,Tb927.7.1620:mRNA-p1,-2.384942,4.689754888108692,0.273248347319008,"Cleavage factor I 25 kDa subunit, putative",52782.72265625,71181.3125,53609.50390625,69705.4921875,76143.984375,68169.3984375
3869,Tb927.7.1630:mRNA-p1,-6.242386,4.544442771109698,0.5315935859224358,"hypothetical protein, conserved",51185.140625,29248.52734375,27645.701171875,57104.73046875,59659.515625,55388.8125
3870,Tb927.7.1650:mRNA-p1,9.345078,4.705273978772302,0.6937680351250429,"hypothetical protein, conserved",87149.6875,88636.5546875,80263.671875,44434.70703125,49934.8359375,55419.46875
3871,Tb927.7.1660:mRNA-p1,8.798191,5.849980789377067,0.6665124216210896,"hypothetical protein, conserved",1032463.875,1235160.875,1308355.0,761414.75,680352.0,645557.375
3872,Tb927.7.1670:mRNA-p1,22.157588,4.488236990313594,1.0240170562874535,Eukaryotic translation initiation factor 4E type 6,59404.328125,55803.7734375,55696.90234375,20265.4765625,28124.994140625,26917.435546875
3873,Tb927.7.1680:mRNA-p1,-0.135978,5.096542429530292,-0.0,"Uncharacterised conserved protein (DUF2305), putative",27877.84765625,212569.734375,234387.78125,223385.625,231189.546875,69733.0546875
3874,Tb927.7.1690:mRNA-p1,-10.149045,4.470089409540504,0.7257035682274902,Silent information regulator 2 related protein 1,0.0,0.0,21080.69140625,56799.265625,65812.8046875,33407.0546875
3875,Tb927.7.170:mRNA-p1,5.330319,3.9765150199052184,0.47452759106377407,"expression site-associated gene 9 (ESAG9) protein, putative",18554.669921875,18582.248046875,0.0,12300.41015625,7396.060546875,0.0
3876,Tb927.7.1710:mRNA-p1,4.099256,5.093572399199538,0.4095482918244612,"eukaryotic peptide chain release factor subunit 1, putative",190105.875,198387.203125,200413.265625,109344.1171875,165833.078125,128250.40625
3877,Tb927.7.1730:mRNA-p1;Tb927.7.1740:mRNA-p1;Tb927.7.1750:mRNA-p1,6.285265,7.346662482053559,0.5341860427305208,"60S ribosomal protein L7, putative;60S ribosomal protein L7, putative;60S ribosomal protein L7, putative",36506072.0,37720500.0,33695960.0,22903532.0,23226518.0,23674018.0
3878,Tb927.7.1760:mRNA-p1,-0.494075,5.45179589346299,0.06833876031551878,"hypothetical protein, conserved",363296.65625,373440.84375,411943.625,354942.21875,376082.71875,384332.15625
3879,Tb927.7.1770:mRNA-p1,-2.302585,4.135462726902035,0.2662571992106319,Mini-chromosome maintenance complex-binding protein,0.0,0.0,0.0,0.0,0.0,40972.2109375
3880,Tb927.7.1780:mRNA-p1,0.95214,4.94654279386377,0.13226742004162415,"Adenine phosphoribosyltransferase, putative",44388.75390625,174896.6875,204041.1875,59292.8046875,121540.0390625,103177.8828125
3881,Tb927.7.1790:mRNA-p1,-30.023822,5.0635888994024745,1.114582234889064,"Adenine phosphoribosyltransferase, putative",71738.578125,81807.4375,82255.6953125,226222.96875,224796.375,239313.421875
3882,Tb927.7.180:mRNA-p1,21.220218,5.188981816930476,1.0114410431213845,"Trypanosomal VSG domain containing protein, putative",248892.4375,299228.625,304078.625,135907.578125,113906.34375,134127.625
3883,Tb927.7.1820:mRNA-p1;Tb927.7.1860:mRNA-p1,6.020386,5.320396643983122,0.519159781457223,"hypothetical protein, conserved;hypothetical protein, conserved",398516.8125,348336.875,274289.09375,250231.46875,196065.296875,205513.765625
3884,Tb927.7.1830:mRNA-p1;Tb927.7.1870:mRNA-p1,-0.448429,5.93956598275288,0.061280185217617585,"hypothetical protein, conserved;hypothetical protein, conserved",1150137.0,1213993.625,1189591.875,1150854.25,1097104.125,1159056.0
3885,Tb927.7.1890:mRNA-p1,-1.967129,4.4319257932272995,0.24901360439247663,"hypothetical protein, conserved",36611.859375,24580.0234375,25757.2890625,29535.86328125,55147.5078125,44638.12109375
3886,Tb927.7.190:mRNA-p1,-6.617404,4.7372114450668255,0.5547851239437829,"thimet oligopeptidase, putative",39680.19921875,62660.953125,64751.8515625,85386.375,76499.6953125,107830.1796875
3887,Tb927.7.1910:mRNA-p1,0.882678,5.8157007375840655,0.12307815682542023,"pyridoxal phosphate containing glycine decarboxylase, putative",1098408.625,1116729.75,811588.5625,236778.0,1051422.625,918542.5
3888,Tb927.7.1920:mRNA-p1,-0.434766,6.609155997437916,0.05940383531637845,"paraflagellar rod component, putative",5673920.0,5270928.0,5660411.0,5370041.0,5217803.0,5334031.5
3889,Tb927.7.2000:mRNA-p1,7.526501,4.962209267198865,0.6066178594061428,"retrotransposon hot spot protein 7 (RHS7), putative",187572.984375,139507.140625,170465.734375,70550.265625,136854.46875,28368.96484375
3890,Tb927.7.2070:mRNA-p1,-2.641051,6.058011583719731,0.2983543151289953,"heat shock protein DNAJ, putative",1361038.5,1371744.375,1354716.375,1719118.125,1769011.625,1567629.25
3891,Tb927.7.2080:mRNA-p1,-3.721849,5.164666807421684,0.3805310001358266,cap guanylyltransferase-methyltransferase 1,184369.328125,185064.5625,132241.34375,231739.265625,246082.078125,189337.5625
3892,Tb927.7.210:mRNA-p1,-41.76089,5.23243394200129,1.3064489144040865,"Proline dehydrogenase, mitochondrial",104799.6015625,93224.0390625,87958.53125,326236.5,407837.53125,346163.5
3893,Tb927.7.2100:mRNA-p1,-0.274496,5.514035111972564,0.024315501033689665,GMP synthase [glutamine-hydrolysing],441144.625,428541.15625,439782.5625,291190.75,475788.59375,536455.0
3894,Tb927.7.2110:mRNA-p1,-0.338844,5.292559970081544,0.043601031883956545,kinetoplastid kinetochore protein 11,247003.765625,300539.90625,263229.34375,255331.28125,237225.75,265756.78125
3895,Tb927.7.2120:mRNA-p1,-0.705392,4.825788410032246,0.0971869640277898,"hypothetical protein, conserved",87843.84375,86075.453125,92629.734375,89882.6640625,88321.0390625,90884.0859375
3896,Tb927.7.2130:mRNA-p1,15.857092,3.877863331816134,0.8856225702138446,"Uncharacterized conserved protein (DUF2036), putative",9809.3720703125,17442.58984375,12571.435546875,0.0,5061.2646484375,7947.1943359375
3897,Tb927.7.2150:mRNA-p1,-0.929116,4.784987942267532,0.12878328528230168,SUMO-interacting motif-containing protein,71126.546875,84914.4921875,81862.2109375,70136.1640625,93053.3359375,86513.4765625
3898,Tb927.7.2160:mRNA-p1,12.6264,4.491062241874771,0.7835965547662069,"hypothetical protein, conserved",54986.19140625,64348.98046875,42127.41015625,31972.04296875,28505.830078125,25879.439453125
3899,Tb927.7.2170:mRNA-p1,1.392587,6.134425779243259,0.1857723876027568,Nucleolar protein 168,1963411.625,2082946.0,2008436.25,1800190.125,1512774.75,1534469.5
3900,Tb927.7.2190:mRNA-p1,9.594839,6.56141686415055,0.705599915090189,"translocon-associated protein (TRAP), alpha subunit, putative",7109250.0,5963565.5,5419478.0,3448717.0,3513678.5,3686458.75
3901,Tb927.7.220:mRNA-p1,-0.538177,5.201977068905139,0.0744197809177002,CDP-DAG synthase,256388.8125,191926.65625,189542.671875,216166.0625,192566.640625,227098.296875
3902,Tb927.7.2200:mRNA-p1,0.62136,5.248554096116993,0.08492217919902244,mitochondrial import inner membrane translocase subunit tim9,252192.5,260111.921875,243418.890625,266080.875,193240.875,202839.296875
3903,Tb927.7.2240:mRNA-p1,2.744322,6.896418126273495,0.30451832350980257,"hypothetical protein, conserved",12472196.0,12090102.0,11761242.0,8776204.0,8417781.0,9506773.0
3904,Tb927.7.2250:mRNA-p1,2.302585,4.342488800653481,0.2662571992106319,"carnitine O-palmitoyltransferase II, putative",0.0,66000.7109375,0.0,0.0,0.0,0.0
3905,Tb927.7.2260:mRNA-p1,0.597997,4.403667611069617,0.0814087995699852,"SEP domain containing protein, putative",32158.146484375,42151.015625,34649.734375,34302.4375,0.0,34052.8828125
3906,Tb927.7.2280:mRNA-p1,0.884242,5.471744121678625,0.12322809450407277,"hypothetical protein, conserved",432463.15625,437472.25,414824.3125,364293.4375,366421.40625,354982.375
3907,Tb927.7.230:mRNA-p1;Tb927.7.240:mRNA-p1,8.323244,6.966517704866036,0.646583908946644,"40S ribosomal protein S33, putative;40S ribosomal protein S33, putative",16173020.0,15756156.0,14171900.0,9041589.0,9308205.0,9613206.0
3908,Tb927.7.2300:mRNA-p1,-1.655964,6.376640173465174,0.21682561869860834,Nucleoporin NUP132,2936019.0,3058921.0,2956954.25,3338322.5,3452505.5,3300036.5
3909,Tb927.7.2310:mRNA-p1,1.757104,5.059305257707475,0.22731897524438813,"DNA primase small subunit, putative",177162.75,185512.984375,154531.75,136907.703125,131539.546875,131389.671875
3910,Tb927.7.2320:mRNA-p1,1.99375,5.225571773327607,0.25123846270004396,"cyclic nucleotide-binding domain containing protein, putative",267702.71875,252421.484375,241158.640625,190157.921875,197739.328125,195621.84375
3911,Tb927.7.2330:mRNA-p1,-0.819147,6.311007148038854,0.11352055535017239,"Protein of unknown function (DUF1663), putative",2733522.5,2558340.0,2695228.5,2744220.75,3102307.5,2538194.5
3912,Tb927.7.2340:mRNA-p1;Tb927.7.2370:mRNA-p1,5.868773,7.0483177675708895,0.5084142120008465,"40S ribosomal protein S15, putative;40S ribosomal protein S15, putative",19637164.0,18447412.0,16864838.0,8876812.0,13342077.0,12246142.0
3913,Tb927.7.2350:mRNA-p1,-0.388245,5.428591119723617,0.04990301068610927,"hypothetical protein, conserved",338001.21875,385146.0,377743.09375,328596.125,377078.6875,339677.78125
3914,Tb927.7.2360:mRNA-p1,25.634173,5.193996970605773,1.0639388833900116,"N-acetyltransferase, putative",345762.0,274922.375,263626.375,130724.5,121546.96875,113916.6015625
3915,Tb927.7.2380:mRNA-p1,-0.188053,4.669584901877711,0.005550862985964013,"hypothetical protein, conserved",120856.8046875,49043.328125,25883.3984375,42179.11328125,63111.765625,72746.703125
3916,Tb927.7.2390:mRNA-p1,0.754856,6.4198174555440035,0.10398664087877964,Tripartite attachment complex protein 102,4164425.75,3781630.75,3409816.0,3320965.0,3196599.25,3159851.5
3917,Tb927.7.2400:mRNA-p1,0.480519,4.9888489506484595,0.06683678229553855,"tyrosyl-tRNA synthetase, putative",144687.625,90087.2265625,174529.5,79483.6171875,171073.296875,119849.046875
3918,Tb927.7.2410:mRNA-p1,-1.056743,5.449825764776123,0.14645387874609553,"Dynamin family, putative",367701.625,361423.71875,365297.3125,407338.5,358859.71875,393170.0
3919,Tb927.7.2440:mRNA-p1,0.664169,6.216523857621513,0.09073823541025867,"pyrroline-5-carboxylate reductase, putative",2443136.0,2318478.5,2293378.0,1931256.5,2067044.875,2117544.75
3920,Tb927.7.2450:mRNA-p1,4.993717,5.742604955353858,0.47069800221201946,SUMO-interacting motif-containing protein,858967.3125,878255.4375,900779.3125,614608.125,550539.4375,619614.6875
3921,Tb927.7.2470:mRNA-p1,-5.301898,4.399591317335128,0.4724989890188798,"GTPase activating protein, putative",0.0,0.0,0.0,46638.421875,53733.3046875,0.0
3922,Tb927.7.2480:mRNA-p1,-3.040328,3.610545991559798,0.3274588336060188,Parvulin 42,0.0,6288.970703125,0.0,6557.8759765625,7540.25146484375,0.0
3923,Tb927.7.2500:mRNA-p1,0.369056,6.212252314370904,0.048162407571125325,proteasome regulatory ATPase subunit 1,2459550.0,2145663.25,2194512.75,1892794.25,2210280.5,2139129.75
3924,Tb927.7.2510:mRNA-p1,-1.175458,5.168174605341598,0.15930436826989156,"endoplasmatic reticulum retrieval protein, putative",113149.96875,217220.125,224822.03125,201508.484375,214657.3125,206955.203125
3925,Tb927.7.2540:mRNA-p1,-0.669615,4.378794622921666,0.09185826301406055,"ubiquitin-protein ligase, putative",14554.5478515625,38656.4140625,10160.552734375,54212.984375,14140.298828125,59641.0
3926,Tb927.7.2550:mRNA-p1,-1.227659,5.840013719623241,0.16519794595130077,proteasome regulatory ATPase subunit 5,858168.4375,890034.4375,905418.6875,1013756.0625,899229.3125,968203.8125
3927,Tb927.7.2560:mRNA-p1,-5.301898,3.4369819158652355,0.4724989890188798,"hypothetical protein, conserved",0.0,0.0,0.0,0.0,3332.31982421875,7601.0
3928,Tb927.7.2590:mRNA-p1,8.85422,4.70139144132206,0.6692819212674118,"prefoldin, putative",97483.546875,93310.1640625,76642.0390625,24840.724609375,44076.19921875,65874.1953125
3929,Tb927.7.2610:mRNA-p1,-2.302585,3.9484825822043517,0.2662571992106319,"hypothetical protein, conserved",0.0,0.0,0.0,26635.720703125,0.0,0.0
3930,Tb927.7.2640:mRNA-p1,3.370973,6.670623608735674,0.35098659919396996,Cytoskeleton associated protein 51,7328653.5,7228731.0,7258969.5,4994216.0,5281280.5,5380716.0
3931,Tb927.7.2650:mRNA-p1,0.466169,7.02164502372418,0.06440709289610615,Cytoskeleton associated protein 51V,14482020.0,14787423.0,14857435.0,12249851.0,14530523.0,13180925.0
