Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
3671,Tb927.7.3030,0.102204386,16.49447216,0.858684555,"hypothetical protein, conserved",87751,104190,95466,91088,103010,127210,125350,122770
3672,Tb927.7.300,-0.065814252,18.60553501,0.378671235,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative",338470,346620,420570,410700,525440,525560,525610,564250
3673,Tb927.7.3000,-0.021361167,14.81633879,0.07672628,"kinesin, putative",28704,24829,29242,28524,37106,36126,38298,41371
3674,Tb927.7.3010,-0.419239793,13.6895817,3.556437734,"Nitrogen permease regulator 2, putative",9786.9,11282,10780,10661,19977,17914,18052,21150
3675,Tb927.7.3040,-0.048750519,19.89950945,0.451459362,F-box and WD40 domain containing protein,880450,916460,917240,985040,1288500,1283000,1275200,1333100
3676,Tb927.7.3050,0.242034541,16.13552544,2.284579193,"Mitochondrial SSU ribosomal protein, putative",80360,72197,74240,72551,93091,84318,84678,80928
3677,Tb927.7.3060,0.173804759,17.63656911,1.48208877,Tripartite Attachment Complex Protein 42,193990,225140,229020,210660,249240,277800,259480,243920
3678,Tb927.7.3070,-0.00957982,19.27826352,0.081125112,"UAA transporter family, putative",618270,649230,667120,575400,814770,870670,852370,881180
3679,Tb927.7.3080,0.055816139,19.10924969,0.956585003,Kinetochore interacting protein 4,519470,566620,557610,550710,684480,704020,729980,741200
3680,Tb927.7.3090,0.169203318,15.21218134,1.103491033,"Galactose oxidase, central domain containing protein, putative",37203,37226,40817,38586,39881,47107,45084,54247
3681,Tb927.7.3100,-0.085038282,13.19604697,0.364929946,Mitoribosomal SSU assembly factor 9,7411.5,8482.3,10361,7767.8,12290,13393,11557,11338
3682,Tb927.7.3120,-0.211093207,19.58776651,1.037508277,small nuclear ribonucleoprotein SmD1,631920,728820,744820,769750,1202400,1112300,1140100,1047000
3683,Tb927.7.3130,0.05150666,15.18999513,0.321162479,Basalin,33638,34038,35856,34516,43213,50260,50921,37404
3685,Tb927.7.3160,0.2082561,19.63542586,4.012708861,"Cytoplasmic dynein 1 heavy chain (DYNC1H1), putative",832600,817090,863070,823030,899760,983140,1041300,991700
3686,Tb927.7.3170,-0.008004196,15.83038667,0.032659225,"Beta-lactamase superfamily domain containing protein, putative",59833,51350,61989,56218,72871,88018,81339,70661
3687,Tb927.7.3180,-0.060213136,21.51133704,0.622317484,"adaptor complex AP-1 medium subunit, putative",2961100,2875200,2839400,3014700,3885500,4132800,4326400,4174200
3688,Tb927.7.3200,-0.530221124,11.1015633,1.422975195,"hypothetical protein, conserved",1793.1,1831.3,2488.1,1104.2,3148.2,2852.2,3494.6,4211
3689,Tb927.7.3220,-0.409117115,16.78787712,5.348658498,"ChaC-like protein, putative",92753,92855,98026,84645,151820,162040,178800,170090
3690,Tb927.7.3270,-0.018383948,16.09173462,0.080767242,"hypothetical protein, conserved",62727,55643,74602,65771,82480,96184,91562,83544
3691,Tb927.7.3280,0.273053728,16.13758093,2.085700371,"translation initiation factor IF-2, putative",72728,70148,83248,78229,83177,90253,89336,78248
3692,Tb927.7.3290,0.107012493,16.77985483,1.137186503,"WD domain, G-beta repeat, putative",103070,120400,112580,116420,137410,142190,143930,144760
3693,Tb927.7.3310,-0.118627602,17.97705111,0.616158607,"Radial spoke head 1 homolog, putative",278960,227960,262370,206960,359110,358610,368390,340550
3694,Tb927.7.3330,-0.07728972,21.66113853,2.043109338,Flagellar attachment zone protein 10,3007600,3168700,3226500,3095800,4282500,4445900,4656000,4480200
3695,Tb927.7.3360,0.113360599,17.48913363,1.2370525,farnesyl pyrophosphate synthase,185420,193160,187710,181040,223810,222880,240700,249290
3696,Tb927.7.3370,-0.014345929,21.65925487,0.213489935,"Intraflagellar transport protein 74, putative",3148700,3342100,3304900,3201500,4414300,4516500,4462000,4385700
3697,Tb927.7.3380,-0.281308946,16.7560305,4.220717705,"Ribosomal L28e protein family/Mak16 protein C-terminal region, putative",90310,94354,96049,87506,144180,159680,152520,149820
3698,Tb927.7.3400,-0.120731824,15.47185201,1.98014395,"MORN repeat, putative",39380,41657,42783,39997,58209,62507,60209,60305
3699,Tb927.7.3410,0.04357046,22.09110262,0.456898706,centrin-4,4000300,4234100,4475300,4406400,5487800,5781800,5705500,5506000
3700,Tb927.7.3420,0.061114458,18.44755896,0.542180235,"peptidyl-prolyl cis-trans isomerase, putative",326110,339520,353550,331320,412060,425040,449980,467790
3701,Tb927.7.3430,-0.240439877,15.75792728,1.365905184,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",51316,64767,48370,48346,90620,85990,86134,75947
3702,Tb927.7.3440,-0.014423321,22.26083231,0.090310193,I/6 autoantigen,4562800,5911100,5166200,4861800,6844400,7235600,7201500,6657300
3703,Tb927.7.3450,0.026326673,21.11115883,0.198059121,protein I/6,2239600,1964600,2365900,2256000,2670500,2938600,3162800,2961900
3704,Tb927.7.3460,-0.156449508,14.77829364,0.663331735,"LSU ribosomal protein, mitochondrial, putative",22184,26923,25312,26224,33957,39472,45051,34115
3705,Tb927.7.3490,-0.204526392,16.65474135,2.41754426,"synaptojanin, putative",79866,93925,97974,90515,130390,135160,147700,151730
3706,Tb927.7.3500,0.136302077,19.58855394,3.405934368,Prostaglandin E synthase,770980,856640,843510,796780,954600,974500,1046900,1051800
3707,Tb927.7.3510,0.277475632,13.39425232,1.231572328,Mitoribosomal LSU assembly factor 21,10149,9876.9,12435,11179,12478,12505,15535,8968.8
3708,Tb927.7.3530,0.057593236,18.69535756,0.733797831,"Vacuolar protein 14 C-terminal Fig4p binding, putative",413870,418590,467740,393760,526380,542240,587910,545800
3709,Tb927.7.3540,0.036563445,16.47266543,0.131449694,"hypothetical protein, conserved",76523,88656,97475,97609,103490,118680,129440,123540
3710,Tb927.7.3550,-0.028930804,23.71073074,0.450064305,"cytoskeleton associated protein, putative",12961000,13243000,13482000,13235000,17451000,18366000,19043000,18309000
3711,Tb927.7.3560,-0.018284959,20.6428662,0.219236206,Component of motile flagella 7,1426400,1653000,1670300,1517400,2058900,2164900,2272600,2089900
3712,Tb927.7.3570,-0.006875432,17.18682861,0.03511156,"hypothetical protein, conserved",128120,139870,151570,164260,189450,207290,198600,196340
3713,Tb927.7.3610,-0.050383865,17.4755676,0.328336594,"hypothetical protein, conserved",160640,171280,180750,152860,236980,243020,249960,204490
3714,Tb927.7.3620,-0.028777232,22.04127929,0.59000392,tyrosyl-tRNA synthetase,4013500,4106100,4257700,3861800,5351000,5521400,5852600,5715200
3715,Tb927.7.3630,0.021375223,21.52168471,0.28002819,"TPR-repeat-containing chaperone protein DNAJ, putative",2925900,2959500,3086600,2919200,3752800,4080100,4112400,3932400
3716,Tb927.7.3640,0.164966496,16.32681981,1.382339803,"hypothetical protein, conserved",74884,86822,90546,85911,90932,96849,110970,110300
3717,Tb927.7.3700,-0.021921531,15.425624,0.106039583,"hypothetical protein, conserved",38109,40239,46852,41012,59112,53197,57722,58090
3718,Tb927.7.3740,0.042146387,21.61976258,0.663480128,SUMO-interacting motif-containing protein,3150600,3152800,3249900,3186400,4022500,4148200,4542600,4065800
3719,Tb927.7.3750,0.18795236,18.55706752,1.242456237,"TFIIF-stimulated CTD phosphatase, putative",416270,355550,417610,420430,461530,503500,456880,489460
3720,Tb927.7.3760,-0.060181529,18.28794384,0.592259056,"phosphatidylserine synthase, putative",303490,281400,310690,297850,419450,410720,440250,414600
3721,Tb927.7.3770,-0.118891319,18.07725356,0.879264044,Bifunctional NAD(P)H-hydrate repair enzyme,272070,263370,278100,260320,377190,385770,408140,408990
3722,Tb927.7.3780,0.027642514,18.34042183,0.203566352,Nuclear poly(A) polymerase 2,343580,326370,344210,306280,404130,462800,460760,427860
3723,Tb927.7.3790,-0.099295946,18.43672167,0.997097638,"ras-like small GTPase, putative",310940,363080,305480,320340,457410,479690,480180,465010
3724,Tb927.7.3810,0.137495011,15.5740885,0.467898949,"Cold-shock DNA-binding domain containing protein, putative",50758,48361,58359,50347,63826,62673,73131,56707
3725,Tb927.7.3860,-0.221566558,16.94135307,1.52324036,"PQ loop repeat, putative",108050,108990,121280,116990,177180,184330,192690,165260
3726,Tb927.7.3870,0.150883793,16.56971283,1.839475346,"hypothetical protein, conserved",102870,101160,100800,91765,125150,117590,126030,115020
3727,Tb927.7.3880,-0.088021081,19.2515104,1.079730493,Basal body protein,572240,642610,617950,545750,805340,821800,938890,857820
3728,Tb927.7.3890,0.241890778,15.68180601,1.229957127,"hypothetical protein, conserved",46202,57822,60703,58852,53734,66711,76368,60034
3729,Tb927.7.3920,-0.067231446,19.03828179,1.137835486,"hypothetical protein, conserved",502690,515880,524220,486710,694630,732850,724000,728410
3730,Tb927.7.3940,0.005751556,18.10165489,0.027058884,mitochondrial carrier protein,219470,291860,306170,290400,355030,343070,413690,374590
3731,Tb927.7.3950,-0.135461778,16.45165479,1.262638221,RNA-editing 3 terminal uridylyl transferase 1,80129,82277,86340,83818,119240,118950,126540,130320
3732,Tb927.7.3980,-0.093763021,19.81133856,1.00979957,tc40 antigen-like,854450,875740,928930,842490,1222800,1263300,1292700,1280700
3733,Tb927.7.3990,-0.192626755,16.39658571,3.304744456,mitochondrial DNA polymerase I protein C,77470,74778,82482,75060,116190,116960,123910,122350
3734,Tb927.7.4000,0.061175784,18.53061048,0.802746642,"glutathione synthetase, putative",383510,380000,424860,373370,488390,483960,556290,499690
3735,Tb927.7.4020,0.072111353,18.4775145,0.810162172,"protein phosphatase 2C, putative",374370,365240,365550,356640,452540,473430,486580,471470
3736,Tb927.7.4030,-0.076199938,18.12298982,0.494868525,"hypothetical protein, conserved",231580,277260,311400,272720,359960,394490,414460,385390
3737,Tb927.7.4040,0.00266471,11.20153839,0.004665474,"hypothetical protein, conserved",2264.9,1722.8,2177.4,1888.4,2735.7,2977.9,1890.8,3481.6
3738,Tb927.7.4060,0.209099374,16.56994178,3.091985321,"cysteine peptidase, Clan CA, family C2, putative",86155,104370,102690,101330,103590,121440,118720,118150
3739,Tb927.7.4070,0.386304693,19.92060784,7.291515639,"cysteine peptidase, Clan CA, family C2, putative",1090900,1142100,1173100,1043400,1156300,1135700,1158600,1156500
3740,Tb927.7.4090,0.004156032,13.90887425,0.009851561,"CMGC/DYRK protein kinase, putative",10942,16745,16685,16261,15790,24152,20659,21004
3741,Tb927.7.4100,0.279561737,19.5188165,4.934115137,"Domain of unknown function (DUF4201), putative",737010,799980,847590,832840,830560,892840,956570,910140
3742,Tb927.7.4120,-0.021303654,18.85188677,0.117366925,"hypothetical protein, conserved",434120,432390,459660,413410,585600,599540,657960,551610
3743,Tb927.7.4140,0.079787511,17.433049,0.602925412,mitochondrial ribosomal protein L21,176430,176850,184430,188830,235980,256500,215490,224860
3744,Tb927.7.4160,-0.59385295,18.18674671,7.955597764,Fatty acid elongase,237350,235570,220620,234280,477870,476120,498040,445620
3745,Tb927.7.4180,-0.190489219,19.42957201,4.370105524,Fatty acid elongase,676870,708200,715520,656200,1050100,1046000,1095500,1068100
3746,Tb927.7.4190,0.136454533,16.7585864,1.051317375,"zinc finger domain, LSD1 subclass, putative",113760,113580,119520,108390,144910,146230,133890,136090
3747,Tb927.7.4200,0.146839482,15.13115867,0.796946686,"hypothetical protein, conserved",36966,41715,43887,31214,45664,43444,43465,54906
3748,Tb927.7.4220,-0.095838263,18.65053889,1.035628287,"WD domain, G-beta repeat/Dip2/Utp12 Family, putative",360030,382720,396640,369060,526850,533720,574110,548800
3749,Tb927.7.4230,0.115614707,17.58605902,0.965903589,Enriched in surface-labeled proteome protein 12,201870,173700,220170,193350,221550,259720,264590,239610
3750,Tb927.7.4250,-0.029637812,19.84697078,0.301181342,"hypothetical protein, conserved",888000,871730,927590,845740,1134400,1216700,1328900,1210400
3751,Tb927.7.4260,0.072731712,17.35196364,0.472573662,Enriched in surface-labeled proteome protein 13,149630,190610,188910,154590,194910,240630,234180,208730
3752,Tb927.7.4290,-0.178638752,21.19331275,3.759276748,Nuclear distribution protein C homolog,2060700,2245200,2225000,2272500,3324800,3273900,3523100,3370900
3753,Tb927.7.4320,0.24826226,14.00287969,0.998486567,"mRNA capping enzyme, beta chain, putative",22598,16018,21784,14171,16202,20749,25891,21720
3754,Tb927.7.4340,0.037365553,19.05601648,0.264390398,"Protein of unknown function (DUF1253), putative",537990,514080,561750,545010,680120,728180,767240,676550
3755,Tb927.7.4370,0.494903151,10.95776255,1.265345534,"hypothetical protein, conserved",2972.5,2070.5,2141.3,2238.1,2653.7,2548.3,2283.9,1630.6
3756,Tb927.7.4380,-0.184482009,11.79298899,0.401706196,"Bromodomain, putative",5848,2880,0,2706.3,5619.7,5328.1,4475.9,5825
3757,Tb927.7.4390,1.141593497,16.20029608,6.63966785,"threonine synthase, putative",157670,140950,147290,136380,86434,91875,97299,82116
3758,Tb927.7.4420,0.007749835,20.22357889,0.050934046,"proteasome alpha 3 subunit, putative",1242100,1268600,1187200,1173600,1674200,1581500,1629400,1677200
3759,Tb927.7.4440,0.198590707,14.3979855,0.65747449,"NAD dependent epimerase/dehydratase family, putative",23208,19887,24794,26888,28551,27072,29736,25993
3760,Tb927.7.4450,-0.067185678,20.12948006,0.921785725,SUMO-interacting motif-containing protein,1044600,1040800,1135500,1039800,1429700,1556100,1577900,1483500
3761,Tb927.7.4460,-0.052038286,20.38322048,0.677633183,"von Willebrand factor type A domain containing protein, putative",1228500,1368100,1364600,1302600,1822200,1769300,2052200,1756500
3762,Tb927.7.4470,-0.074330501,20.45078763,0.99953928,"hypothetical protein, conserved",1381700,1352500,1525800,1374700,1824500,2027900,2060800,2127300
3763,Tb927.7.450,0.022539941,18.05739211,0.240005336,"Golgi complex component 7 (COG7), putative",271500,275220,268760,251970,334840,347120,380330,362110
3764,Tb927.7.4580,-8.809375843,6.592183937,6.267457909,"Cornifin (SPRR) family, putative",0,0,0,0,0,2048.1,0,795.35
3765,Tb927.7.460,-0.160575523,11.92960978,0.433137299,protein farnesyltransferase beta subunit,5019.6,3914.1,3065.8,3679.8,5761.9,5961.2,5839,5808.7
3766,Tb927.7.4620,0.250883402,12.61778624,0.828930487,"hypothetical protein, conserved",7176.9,6488.4,7586.9,7172.3,7668.9,7972.3,8296,8391
3767,Tb927.7.470,0.09059093,19.30908437,1.204512696,Enriched in surface-labeled proteome protein 14,646030,649700,718390,642610,834670,868970,870200,804170
3768,Tb927.7.4700,-0.625340294,10.45078837,2.69383061,"WD domain, G-beta repeat, putative",1092.7,903.41,0,1330.2,2522.6,2401.1,2106.4,2348.7
3769,Tb927.7.4710,-0.030775221,16.02914579,0.209500522,Mitochondrial ribosomal protein L46,64352,57880,66263,64148,82267,90582,94322,82607
3770,Tb927.7.4760,-0.337609719,15.44350179,1.774608782,"hypothetical protein, conserved",33819,53133,37554,37664,59564,72501,69689,72516
3771,Tb927.7.480,0.033910956,16.97628404,0.144652406,"hypothetical protein, conserved",126450,120630,117210,141500,159320,175090,175210,158660
3772,Tb927.7.4880,-0.138697651,16.27612482,0.772692932,"hypothetical protein, conserved",69085,70047,84045,71992,97635,96346,138300,111330
3774,Tb927.7.5090,-0.22261532,16.26618228,1.288354162,"condensin complex subunit 2, putative",66046,62684,75523,73380,105780,115560,115400,101530
3775,Tb927.7.510,0.067441476,17.65705762,0.250104169,"hypothetical protein, conserved",197900,197540,209550,234400,311970,238650,285490,252330
3776,Tb927.7.5110,0.121392866,18.41815056,1.68270631,"hypothetical protein, conserved",324920,351470,334240,317950,362650,420500,431850,443220
3777,Tb927.7.5140,-0.089950798,14.10966856,0.284834126,"hypothetical protein, conserved",17344,15625,15603,15603,18691,27752,25577,21489
3778,Tb927.7.5150,-0.148668909,13.28669339,0.304838991,"hypothetical protein, conserved",7866.2,7351.5,10921,12832,12355,14127,16539,14276
3779,Tb927.7.5160,-0.0220647,21.23812363,0.208942678,deoxyuridine triphosphatase,2464100,2601800,2382900,2273700,3296500,3324300,3471100,3269000
3780,Tb927.7.5180,0.049692669,21.90759567,0.477750189,"60S ribosomal protein L23a, putative",3751400,3690100,3953000,3501100,4607900,4899400,5285000,4711200
3781,Tb927.7.5190,0.006421609,17.34561199,0.031843095,"hypothetical protein, conserved",149680,152500,180690,157300,212980,225090,221710,201920
3782,Tb927.7.5210,-0.046287455,20.06474227,0.43077755,"Putative Phosphatase/Protein of unknown function DUF89, putative",1036000,978040,1043800,1022800,1330900,1430300,1502500,1448000
3783,Tb927.7.5230,0.187934938,19.61670671,3.653140278,lanosterol synthase,822510,832220,906630,795790,959480,992780,1027200,1009400
3784,Tb927.7.5250,-0.19961233,14.58762467,1.74444055,"hypothetical protein, conserved",21712,23233,20194,21084,31187,33593,35202,34107
3785,Tb927.7.5280,0.451652891,16.016158,5.339509038,kinetoplast ribosomal PPR-repeat containing protein 19,70925,71944,80006,66560,71313,72888,71489,70391
3786,Tb927.7.5290,0.097767641,18.87425239,0.617759479,"hypothetical protein, conserved",410250,509160,520580,461260,517500,592160,658590,638180
3787,Tb927.7.530,0.126052292,14.59586225,0.566694643,"FYVE zinc finger, putative",24535,22434,27307,28300,28993,28439,35202,34793
3788,Tb927.7.5300,-0.125847331,14.36377296,0.286606169,"C2 domain/Ankyrin repeats (3 copies), putative",24094,23368,19486,21619,28766,26553,38355,38646
3789,Tb927.7.5310,-0.073085499,15.57537963,0.328063975,"YEATS family, putative",47322,47130,55376,40203,63235,65225,67613,73424
3790,Tb927.7.5320,-0.197558519,18.19197844,3.897357359,"hypothetical protein, conserved",259670,250060,274960,265900,397770,408790,421020,403830
3791,Tb927.7.5330,-0.240269983,14.09609117,0.573401236,"hypothetical protein, conserved",14831,17943,15985,17436,20129,28909,29865,27978
3792,Tb927.7.5340,0.008318715,21.01512288,0.081555953,cAMP response protein 3,2018900,2116900,2138800,1995100,2696700,2760900,3044800,2647200
3793,Tb927.7.540,-0.158811813,18.01727688,1.143973944,"chaperone protein DnaJ, putative",222770,232810,273530,253420,345970,387210,369310,380060
3794,Tb927.7.5430,0.104984212,17.93198543,1.100171737,"hypothetical protein, conserved",253460,221310,273910,255250,314250,303960,331180,312040
3795,Tb927.7.5450,-0.057282707,17.93684966,0.404198787,lipin,223220,252620,247270,241260,325790,335030,351860,345730
3796,Tb927.7.5460,-0.013715779,18.86311213,0.10702771,exosome-associated protein 3,430570,467170,484970,456110,636930,636480,617290,621940
3797,Tb927.7.5480,-0.04400455,19.57107196,0.483646837,dihydrofolate reductase-thymidylate synthase,699990,750570,783030,756330,998620,999920,1067700,1110300
3798,Tb927.7.5490,-0.128625559,19.74551973,2.448573556,protein arginine n-methyltransferase 7,803740,823710,846360,805560,1188600,1176200,1285900,1207800
3799,Tb927.7.550,-0.294463505,15.671452,1.209019956,"WD domain, G-beta repeat, putative",42952,55345,43399,40502,74762,80248,81113,65415
3800,Tb927.7.5500,0.30463505,17.9434838,2.37317615,"hypothetical protein, conserved",267640,277330,253990,279140,269440,335530,299360,281370
3801,Tb927.7.5520,-0.163801775,16.41023991,1.135510949,"peptidyl-tRNA hydrolase, putative",73121,95818,77266,76882,127140,118250,124710,117720
3802,Tb927.7.5530,-0.089115224,17.02816653,0.730330767,"hypothetical protein, conserved",112750,117450,136810,136330,169700,178430,186570,188490
3803,Tb927.7.5560,-0.112835326,18.62673579,1.689740743,"glucosamine-fructose-6-phosphate aminotransferase, putative",391270,391750,375820,349150,560790,546660,557190,542150
3804,Tb927.7.5570,0.067250445,19.77386315,0.807404426,cell cycle associated protein MOB1-A,901560,852140,978970,854600,1094800,1156400,1272100,1115300
3805,Tb927.7.5600,0.174849894,15.17643009,1.656358117,"leucine-rich repeat protein (LRRP), putative",34178,42139,37428,37162,45422,44374,44779,46027
3806,Tb927.7.5610,-0.224066521,16.36415679,1.622654691,"hypothetical protein, conserved",86171,73138,64596,75112,119070,120160,119730,111880
3807,Tb927.7.5640,-0.148770095,12.99246203,0.331892771,"G-patch domain containing protein, putative",6362.3,7451.8,7051.7,6598.4,11445,6950.2,9450.5,14927
3808,Tb927.7.5660,0.021739398,20.77147636,0.342832727,"Outer dynein arm docking complex protein 2, putative",1654100,1766800,1862100,1717300,2310300,2319400,2395000,2308700
3809,Tb927.7.5670,0.010585241,17.53869153,0.087326161,"hypothetical protein, conserved",179030,195000,195850,180270,254150,248030,262700,243390
3810,Tb927.7.5680,0.388176774,17.95487721,6.822581468,"deoxyribose-phosphate aldolase, putative",302170,303060,322300,303470,297120,321820,337280,318790
3811,Tb927.7.5690,0.030530901,17.93416722,0.18468166,SUMO-interacting motif-containing protein,232710,240490,262140,248810,301600,329010,356490,319270
3812,Tb927.7.570,-0.009531652,20.83150943,0.072547084,"prefoldin, putative",1835300,1884900,1827100,1803600,2410400,2469400,2625700,2522000
3813,Tb927.7.5700,0.005026342,19.90413501,0.044800887,peripherally associated ATOM36,924290,946600,976160,978320,1241800,1232800,1329000,1363800
3814,Tb927.7.5730,-0.065383325,18.76190465,0.555377305,"hypothetical protein, conserved",388090,422660,469610,402080,580670,569330,654810,577550
3815,Tb927.7.5740,0.089304522,17.10531619,1.08938721,Mitoribosomal LSU assembly factor 22,125570,143820,153520,142630,169500,181470,189920,177950
3816,Tb927.7.5750,0.104521044,17.68379003,2.073394604,Anaphase promoting complex-associated Protein AP2,203100,204980,213760,195930,247440,250640,283600,249840
3817,Tb927.7.5760,-0.056091201,16.39725857,0.312246069,"mRNA transport regulator MTR2, putative",79423,77707,95050,81874,109060,120570,129000,111390
3818,Tb927.7.5770,0.003262986,19.12987339,0.017580629,Nuclear Dbf2-related kinase,547700,557770,612230,544390,716040,730400,782110,830660
3819,Tb927.7.5790,-0.167703491,19.37481514,1.224442558,"protein disulfide isomerase, putative",626450,697790,624940,677600,975270,1029000,895500,1104200
3820,Tb927.7.580,0.070861018,18.32413269,0.557244991,"GTP-binding protein, putative",321090,304700,355600,316850,388430,432470,445400,407630
3821,Tb927.7.5820,-0.059877877,17.23579362,0.535874716,"Monooxygenase, putative",152930,138550,155740,138200,206820,195740,232130,192930
3822,Tb927.7.5840,0.084979836,18.21122409,1.252666476,"hypothetical protein, conserved",294790,294360,313020,299710,352270,386210,402990,395040
3823,Tb927.7.5850,0.110490996,16.3048041,0.611722326,"hypothetical protein, conserved",82472,99208,95734,78850,101090,110770,114990,118900
3824,Tb927.7.5890,0.034897848,13.59528424,0.130382847,"hypothetical protein, conserved",9741.5,12195,15019,12584,18094,15985,15424,15385
3825,Tb927.7.590,0.2233428,17.45533734,2.594807993,"hypothetical protein, conserved",187900,183060,205720,193960,198290,224070,238430,234870
3826,Tb927.7.5910,-0.061956135,19.32080127,0.552703638,Autophagy-related protein 8.2,566960,594080,635220,618560,868230,798340,901780,846600
3827,Tb927.7.5920,0.102440091,18.58416601,1.757926078,"mercaptopyruvate sulfurtransferase, putative",380300,413630,426270,397130,511370,492330,530130,505740
3828,Tb927.7.5930,1.046048357,16.93518339,9.957531774,Protein Associated with Differentiation 1,216140,245960,233800,220540,148230,142980,155520,154050
3829,Tb927.7.5940,0.905812145,7.8687001,2.528660444,Protein Associated with Differentiation,1032.1,2720.7,2647.2,1964.3,1210.7,1648.9,1893.1,1055.8
3830,Tb927.7.6060,-0.043828687,12.46777209,0.08886003,"receptor-type adenylate cyclase GRESAG 4, putative",5084.9,6183.1,5620.2,4808.5,9923,6972.6,6784.4,6882.9
3831,Tb927.7.6070,-0.008595077,17.79515644,0.054539628,"receptor-type adenylate cyclase GRESAG 4, putative",215070,229790,238180,201500,278490,297590,324750,303920
3832,Tb927.7.6090,-0.035578376,22.81993015,0.501202098,eukaryotic translation initiation factor 3 subunit a,6754600,7291900,7452400,6874200,9116600,9893900,10552000,9852800
3833,Tb927.7.6210,-0.053652428,16.3341283,0.20028948,"hypothetical protein, conserved",87822,75433,62779,80351,103140,113200,108110,103450
3834,Tb927.7.6220,-0.160647696,16.45065173,0.99528088,"calcium/calmodulin-dependent protein kinase, putative",85000,84818,84338,76801,108100,133850,130460,130050
3835,Tb927.7.6230,-0.140215719,17.09755484,0.891706868,"ADP-ribosylation factor, putative",143650,123260,115540,135240,186000,195920,185620,203180
3836,Tb927.7.6240,-0.025315141,13.54354022,0.096634713,"hypothetical protein, conserved",9584.2,12878,10256,11476,13666,15487,14927,16610
3837,Tb927.7.6250,-0.104774682,13.96481634,0.360679489,"Centrosomal protein of 120 kDa, putative",10668,16354,16790,16047,21574,21590,23939,18981
3838,Tb927.7.6260,0.005888518,20.56206106,0.062950041,"TPR repeat, putative",1487000,1508300,1534100,1457500,1928000,1971900,2112300,2068800
3839,Tb927.7.6270,0.123128343,16.08208135,0.767792763,"peptidase t, putative",69516,67586,71696,72429,78177,80903,98860,93394
3840,Tb927.7.6280,-0.018973406,20.05374262,0.250397522,"Domain of unknown function (DUF3508), putative",999370,1086500,1112500,1006600,1335000,1405000,1526300,1507500
3841,Tb927.7.6290,0.007810254,19.26597069,0.073473356,"kinesin, putative",632940,601470,651220,602010,816460,849980,882760,802810
3842,Tb927.7.6310,-0.275517823,18.28291595,4.208932531,polo-like protein kinase,257530,246870,273650,258580,392380,441200,454860,412970
3843,Tb927.7.6320,0.195434239,14.70396382,0.508922678,"BTB/POZ domain/Regulator of chromosome condensation (RCC1) repeat, putative",24617,25442,32193,32202,30198,30776,41528,32951
3844,Tb927.7.6350,0.260576292,15.84523254,2.830334664,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",69319,62585,70493,62806,72463,74575,77766,74731
3845,Tb927.7.6360,-0.054296666,20.67755394,0.493679038,histone H2A variant Z,1700800,1601200,1663300,1568300,2317900,2379500,2312900,2179900
3846,Tb927.7.640,0.008468388,18.5696699,0.052402274,"hypothetical protein, conserved",362710,383620,440850,395520,513250,541240,551680,520730
3847,Tb927.7.6420,0.155633334,15.23397034,0.274589938,"hypothetical protein, conserved",53415,45557,34968,32638,33903,55361,44129,73340
3848,Tb927.7.6440,0.109542166,18.76735098,2.676221513,"vesicle transport v-SNARE protein, putative",429500,457200,471140,448860,546530,549250,583420,589330
3849,Tb927.7.6460,-0.084321398,16.69528415,0.606472655,"Defective in exine formation 1 homolog, putative",93244,105330,115890,101050,136120,146940,159010,153850
3850,Tb927.7.6470,-0.337113634,16.32828343,5.676682456,"metallo-peptidase, Clan MK, Family M67",67649,68301,72921,71211,119220,121310,116420,122190
3851,Tb927.7.6480,0.230816292,16.26012118,2.687413612,"hypothetical protein, conserved",76900,71976,84712,85344,85405,96446,96133,89734
3852,Tb927.7.650,-0.137019081,19.32981678,1.603266131,Nucleolar protein 105,585480,561000,646830,595300,832360,888660,964600,872750
3853,Tb927.7.6550,0.097317548,16.01940772,0.99327261,"hypothetical protein, conserved",67491,67554,72691,69880,88293,89039,84320,89827
3854,Tb927.7.6580,0.137541715,16.56782559,0.672485468,hypothetical protein,90429,110030,103780,110070,122950,120570,130350,135270
3855,Tb927.7.660,0.131290482,16.96919756,1.372264981,"Cupin-like domain containing protein, putative",126470,125270,140340,129430,162640,153890,180480,149070
3856,Tb927.7.6600,0.260761459,15.48254413,1.522927539,Nonvariant coat protein SGM1.7,46822,54737,52179,56751,62591,58696,59143,57080
3857,Tb927.7.6610,3.58E-05,19.84195488,0.000280066,"hypothetical protein, conserved",884850,902750,907830,913880,1194500,1157100,1280400,1260900
3858,Tb927.7.6620,-0.058716103,19.03817902,0.623118932,"Probable N6-adenine methyltransferase, putative",512870,546810,503340,459200,728820,702560,715140,701470
3859,Tb927.7.6630,-0.196429027,15.06945508,0.683424631,Kinetochore interacting protein 5,29053,31566,30740,29985,35244,42984,59689,54269
3860,Tb927.7.6640,0.001917373,18.86992243,0.016421421,"hypothetical protein, conserved",439710,488900,484070,469460,600950,607610,673120,665770
